LOCATION,Country,INDICATOR,Indicator,SEX,Sex,AGE,Age,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,8.100000382,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9,,
ISL,Iceland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,8.899999619,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,19.20000076,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,16,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,13.10000038,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,12.5,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,13.19999981,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,15.30000019,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,15.69999981,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,18.89999962,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,18.70000076,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,18.39999962,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,17.89999962,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,17.70000076,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,17.79999924,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,16.39999962,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,17.20000076,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,17.70000076,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,18.70000076,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,18,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,17.10000038,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,15.5,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,14.69999981,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,14.5,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,14.30000019,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,14.30000019,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,13.89999962,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,14.39999962,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,14.19999981,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,14.30000019,,
IND,India,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,14.10000038,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,5.400000095,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,4.800000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,4.699999809,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,4.800000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,6.5,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,7.400000095,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,7.099999905,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,6.300000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,5.300000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,7,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,7.199999809,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,9.800000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,9.100000382,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,10.39999962,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,9.5,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,10.19999981,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,9.899999619,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,9.600000382,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,9.199999809,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,8.899999619,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,9.800000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,10.10000038,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,11.30000019,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,11.39999962,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,11.19999981,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,10.80000019,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,9.699999809,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.5,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,8.800000191,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,9.699999809,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,10,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9.899999619,,
IRL,Ireland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,9.600000382,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,8.899999619,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,8.399999619,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,8.699999809,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,8.399999619,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,8.699999809,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,7.900000095,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,8,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,7.699999809,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,8.399999619,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,9.300000191,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,9.399999619,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,9.800000191,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,9.600000382,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,11.30000019,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,11.69999981,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,12.19999981,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,12.19999981,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,14.19999981,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,15,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,16,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,15.10000038,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,15.19999981,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,15.30000019,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,14.80000019,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,14.30000019,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,12.80000019,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,12.89999962,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,13,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,13.89999962,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,13.60000038,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,13,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,12.30000019,,
ISR,Israel,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,12.19999981,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,4.900000095,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,4.900000095,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,5.599999905,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,5.699999809,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,5.900000095,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,6.099999905,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,6.699999809,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,7.199999809,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,7.300000191,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,7.099999905,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,7.199999809,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,7.599999905,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,8.399999619,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,8.699999809,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,9,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,8.899999619,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,9.5,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,9.800000191,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,10.30000019,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,10.5,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,10.60000038,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,10.5,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,10.80000019,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,10.89999962,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,11.39999962,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,11.10000038,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,11.39999962,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,11.19999981,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,11.39999962,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,10.30000019,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,9.800000191,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9.199999809,,
ITA,Italy,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,9.5,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,4.199999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,4.099999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,4.300000191,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,4.400000095,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,4.599999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,4.699999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,4.900000095,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,5.300000191,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,5.599999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,5.699999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,5.699999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,5.599999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,5.400000095,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,5.300000191,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,5.400000095,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,5.5,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,5.699999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,5.800000191,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,5.900000095,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,6,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,6.099999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,6.199999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,6.5,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,6.699999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,6.900000095,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,7.099999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,7.199999809,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,7.5,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,7.5,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,7.5,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,7.300000191,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,7.099999905,,
JPN,Japan,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,7.099999905,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,21.89999962,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,19.5,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,22.79999924,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,18,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,16.79999924,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,12.19999981,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,14.19999981,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,16.70000076,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,17,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,20,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,22.10000038,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,20.5,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,22.79999924,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,23.29999924,,
LTU,Lithuania,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,26.39999962,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,1.399999976,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,2.599999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,2.099999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,2.099999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,0.5,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,0.699999988,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,1.100000024,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,1.700000048,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,1,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,4.099999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,4.199999809,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,7.400000095,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,4.900000095,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,5.800000191,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,3.900000095,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,4.599999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,4.599999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,5.199999809,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,6.099999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,6.5,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,7.599999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,6.599999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,7.800000191,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,7.300000191,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,8,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,7.699999809,,
